thomas_solver_inplace____gtcuda_326a9d7459,gtcuda,1.300916002946905792,9.447690987144596875
thomas_solver_gt_inplace____gtcuda_10d6966720,gtcuda,1.395161991240456700,9.567285000230185688
thomas_solver_inplace____cuda_326a9d7459,cuda,2.703910999116487801,11.098736009444110096
thomas_solver_gt_inplace____cuda_10d6966720,cuda,1.668905009864829481,10.100268002133816481
thomas_solver_inplace____cuda_326a9d7459,cuda,9.735365005326457322,17.919144011102616787
thomas_solver_gt_inplace____cuda_10d6966720,cuda,54.600260002189315856,62.711264006793498993
thomas_solver_inplace____cuda_326a9d7459,cuda,9.893741997075267136,18.084622992319054902
thomas_solver_gt_inplace____cuda_10d6966720,cuda,54.875073008588515222,62.981826995383016765
thomas_solver_inplace____cuda_326a9d7459,cuda,9.223651999491266906,17.672051995759829879
thomas_solver_gt_inplace____cuda_10d6966720,cuda,47.549244001857005060,55.958238997845910490
thomas_solver_inplace____cuda_326a9d7459,cuda,8.852536004269495606,17.090250010369345546
thomas_solver_gt_inplace____cuda_10d6966720,cuda,47.392681997735053301,55.567599003552459180
thomas_solver_inplace____cuda_326a9d7459,cuda,8.904029993573203683,17.271556003834120929
thomas_solver_gt_inplace____cuda_10d6966720,cuda,47.972859989386051893,56.149487994844093919
thomas_solver_inplace____cuda_326a9d7459,cuda,9.793906996492296457,18.008265004027634859
thomas_solver_gt_inplace____cuda_10d6966720,cuda,54.747754998970776796,62.879898003302514553
thomas_solver_inplace____cuda_326a9d7459,cuda,10.638377003488130867,19.259795997641049325
thomas_solver_gt_inplace____cuda_10d6966720,cuda,55.645953005296178162,64.238317994750104845
thomas_solver_inplace____cuda_326a9d7459,cuda,9.762615998624823987,18.002279000938870013
thomas_solver_gt_inplace____cuda_10d6966720,cuda,54.034369008149951696,62.160960005712695420
thomas_solver_inplace____cuda_326a9d7459,cuda,1.536497002234682441,9.694291002233512700
thomas_solver_gt_inplace____cuda_10d6966720,cuda,1.343895986792631447,9.641222000936977565
thomas_solver_inplace____cuda_326a9d7459,cuda,1.543919963296502829,10.268452053423970938
thomas_solver_gt_inplace____cuda_10d6966720,cuda,1.341109978966414928,10.001420974731445312
thomas_solver_inplace____cuda_326a9d7459,cuda,1.542778045404702425,9.925961960107088089
thomas_solver_gt_inplace____cuda_10d6966720,cuda,1.340760034509003162,9.628595027606934309
thomas_solver_inplace____cuda_326a9d7459,cuda,11.722844967152923346,20.206032961141318083
thomas_solver_gt_inplace____cuda_10d6966720,cuda,49.827508977614343166,58.241588005330413580
thomas_solver_inplace____cuda_326a9d7459,cuda,0.816438987385481596,8.958899008575826883
thomas_solver_inplace____cuda_326a9d7459,cuda,0.812201004009693861,9.052918001543730497
thomas_solver_inplace____cuda_326a9d7459,cuda,0.809165008831769228,8.899428998120129108
thomas_solver_inplace____cuda_326a9d7459,cuda,1.122059999033808708,9.213063050992786884
thomas_solver_gt_inplace____cuda_10d6966720,cuda,1.109748031012713909,9.465997980441898108
thomas_solver_inplace____cuda_326a9d7459,cuda,1.134988036938011646,9.551703988108783960
thomas_solver_gt_inplace____cuda_10d6966720,cuda,1.109609962441027164,9.526006004307419062
thomas_solver_inplace____cuda_326a9d7459,cuda,1.129837008193135262,9.255271987058222294
thomas_solver_gt_inplace____cuda_10d6966720,cuda,1.107515010517090559,9.260011021979153156
thomas_solver_inplace____cuda_326a9d7459,cuda,1.262224977836012840,9.449810953810811043
thomas_solver_gt_inplace____cuda_10d6966720,cuda,1.117603969760239124,9.353690955322235823
thomas_solver_inplace____cuda_326a9d7459,cuda,1.259578973986208439,9.493777994066476822
thomas_solver_gt_inplace____cuda_10d6966720,cuda,1.114476996008306742,9.334939997643232346
thomas_solver_inplace____cuda_326a9d7459,cuda,1.177075027953833342,9.352755034342408180
thomas_solver_gt_inplace____cuda_10d6966720,cuda,1.202281971927732229,9.909308981150388718
thomas_solver_inplace____cuda_326a9d7459,cuda,1.550257031340152025,10.131418006494641304
thomas_solver_gt_inplace____cuda_10d6966720,cuda,2.608591981697827578,11.241650965530425310
thomas_solver_inplace____cuda_326a9d7459,cuda,1.086563977878540754,9.461736015509814024
thomas_solver_gt_inplace____cuda_10d6966720,cuda,1.089780998881906271,9.548698028083890676
thomas_solver_inplace____cuda_326a9d7459,cuda,2.313447999767959118,11.233232042286545038
thomas_solver_gt_inplace____cuda_10d6966720,cuda,2.832865051459521055,11.809384974185377359
thomas_solver_inplace____cuda_326a9d7459,cuda,2.297964005265384912,10.479201970156282187
thomas_solver_gt_inplace____cuda_10d6966720,cuda,2.180234994739294052,10.380037012510001659
thomas_solver_inplace____cuda_326a9d7459,cuda,1.068622048478573561,1.986471004784107208
thomas_solver_gt_inplace____cuda_10d6966720,cuda,1.046360004693269730,2.038067032117396593
thomas_solver_inplace____gtcuda_326a9d7459,gtcuda,2622.869145998265594244,2623.916016949806362391
thomas_solver_gt_inplace____gtcuda_10d6966720,gtcuda,44120.037705986760556698,44121.305690961889922619
thomas_solver_inplace____cuda_326a9d7459,cuda,4316.378809977322816849,4317.406465008389204741
thomas_solver_gt_inplace____cuda_10d6966720,cuda,6521.376318007241934538,6523.096228018403053284
